"polintr","actrolga","prtvtcgb","lrscale","stflife","stfdem","stfhlth","euftf","imbgeco","imueclt","inprdsc","atchctr","dscrrce","dscrsex","eisced","cntry"
2,3,NA,7,10,10,8,10,3,10,3,10,0,0,1,"DE"
3,2,NA,5,7,4,4,7,3,3,5,6,0,0,5,"DE"
3,1,NA,5,5,5,8,5,9,10,0,8,0,0,3,"DE"
1,4,NA,1,7,2,1,2,4,7,2,10,0,0,5,"DE"
2,3,NA,NA,7,0,0,0,8,2,4,7,0,0,3,"DE"
1,1,NA,5,6,4,5,10,5,5,1,10,0,0,5,"DE"
2,1,NA,3,8,2,4,5,3,4,3,7,0,0,3,"DE"
3,3,NA,4,8,8,8,6,7,7,3,7,0,0,4,"DE"
2,3,NA,8,9,8,8,9,10,8,5,10,0,0,3,"DE"
2,3,NA,9,10,10,7,4,10,7,6,10,0,0,7,"DE"
3,2,NA,5,8,8,3,5,5,4,4,8,0,0,5,"DE"
2,2,NA,5,7,8,5,5,7,10,4,5,0,0,7,"DE"
3,2,NA,3,6,2,3,3,4,3,3,3,0,0,3,"DE"
2,2,NA,4,6,8,4,6,8,7,4,6,0,0,6,"DE"
3,2,NA,5,8,3,8,3,4,3,2,9,0,0,3,"DE"
4,3,NA,3,8,9,8,9,8,9,6,6,0,0,1,"DE"
2,3,NA,6,8,5,6,6,5,6,4,7,0,0,3,"DE"
2,2,NA,6,7,5,4,5,5,5,4,8,0,0,2,"DE"
4,2,NA,5,0,6,4,8,4,3,3,7,0,0,5,"DE"
2,1,NA,3,4,4,2,4,4,4,3,8,0,0,3,"DE"
3,1,NA,8,10,4,10,0,8,0,2,10,0,0,3,"DE"
2,1,NA,0,10,7,6,7,7,8,4,10,0,0,2,"DE"
4,1,NA,5,5,5,5,5,5,4,3,6,0,0,2,"DE"
2,5,NA,1,9,6,1,5,6,5,5,9,0,0,6,"DE"
2,3,NA,3,8,7,6,6,7,7,6,6,0,0,5,"DE"
1,3,NA,4,5,7,4,NA,8,8,5,9,0,0,5,"DE"
2,2,NA,3,6,7,4,6,5,8,5,6,0,0,7,"DE"
2,2,NA,5,9,5,3,7,8,8,4,8,0,0,6,"DE"
2,2,NA,5,10,8,8,4,5,6,4,8,0,0,5,"DE"
2,3,NA,6,8,7,7,9,7,8,3,8,0,0,7,"DE"
2,2,NA,5,5,6,2,5,5,5,4,7,0,0,3,"DE"
1,2,NA,2,3,2,7,5,7,9,4,2,0,0,7,"DE"
3,2,NA,5,8,5,6,6,6,7,5,7,0,0,1,"DE"
2,3,NA,3,0,3,4,8,7,5,0,2,0,0,7,"DE"
3,1,NA,5,5,NA,8,NA,NA,NA,1,NA,0,0,NA,"DE"
3,2,NA,5,10,6,6,10,8,9,3,10,0,0,5,"DE"
2,4,NA,5,9,2,9,5,3,3,2,10,0,0,5,"DE"
2,2,NA,4,10,7,6,8,9,9,3,10,0,0,4,"DE"
2,3,NA,3,9,9,5,8,8,7,2,4,0,0,7,"DE"
1,3,NA,4,8,4,5,5,7,5,3,5,0,0,6,"DE"
3,2,NA,3,8,7,8,7,6,8,4,9,0,0,5,"DE"
2,1,NA,NA,1,7,5,4,5,3,1,10,0,0,2,"DE"
2,4,NA,5,8,4,4,1,6,4,4,8,0,0,5,"DE"
3,3,NA,5,9,2,4,4,2,8,5,9,0,0,3,"DE"
1,4,NA,6,9,7,8,4,7,3,4,8,0,0,6,"DE"
2,1,NA,8,6,2,4,3,7,3,4,7,0,0,3,"DE"
2,3,NA,6,5,4,7,10,9,8,2,3,0,0,5,"DE"
4,1,NA,5,5,2,2,3,0,2,2,3,0,0,3,"DE"
2,2,NA,5,8,1,3,2,7,2,1,3,0,0,3,"DE"
3,1,NA,5,10,5,6,5,2,5,2,8,0,0,3,"DE"
2,2,NA,3,6,3,4,5,4,4,4,8,0,0,3,"DE"
2,5,NA,5,4,3,5,0,NA,NA,4,4,0,0,7,"DE"
2,3,NA,5,10,10,8,7,7,6,3,7,0,0,1,"DE"
2,2,NA,5,8,6,6,6,5,5,4,6,0,0,3,"DE"
3,2,NA,6,8,4,3,7,8,6,4,8,0,0,3,"DE"
1,4,NA,7,9,7,4,8,4,4,3,2,0,0,5,"DE"
2,2,NA,8,9,5,4,2,8,0,4,5,0,0,3,"DE"
2,3,NA,2,8,9,7,7,9,8,3,4,0,0,3,"DE"
1,2,NA,4,9,7,4,7,8,6,4,8,0,0,3,"DE"
3,2,NA,3,8,7,9,4,5,6,2,6,0,0,1,"DE"
1,2,NA,5,9,6,5,0,8,3,5,10,0,0,6,"DE"
2,2,NA,5,7,7,6,7,7,5,1,8,0,0,3,"DE"
3,2,NA,5,3,2,2,5,6,6,4,6,0,0,3,"DE"
1,3,NA,6,1,8,8,8,7,7,4,9,0,0,3,"DE"
3,2,NA,1,8,6,6,8,2,7,4,2,0,0,4,"DE"
3,1,NA,NA,10,3,8,3,8,6,6,10,0,0,3,"DE"
1,3,NA,3,9,7,7,5,9,10,6,8,0,0,7,"DE"
2,3,NA,0,9,4,2,8,6,8,5,8,0,0,7,"DE"
3,2,NA,5,9,8,7,8,5,8,4,8,0,0,7,"DE"
3,1,NA,2,8,7,3,5,5,9,4,5,0,0,5,"DE"
1,4,NA,3,9,6,4,5,7,6,4,7,0,0,6,"DE"
3,2,NA,5,9,5,7,8,4,3,3,8,0,0,3,"DE"
1,2,NA,3,7,7,5,3,7,8,3,9,0,0,5,"DE"
2,2,NA,8,8,9,7,4,3,7,6,10,0,0,6,"DE"
2,2,NA,5,8,7,8,5,7,5,4,8,0,0,3,"DE"
3,1,NA,7,10,8,4,5,3,3,4,8,0,0,2,"DE"
3,1,NA,5,1,NA,7,NA,5,NA,1,NA,0,0,3,"DE"
1,4,NA,5,8,5,6,6,7,8,2,8,0,0,6,"DE"
2,2,NA,7,9,7,8,2,5,5,3,8,0,0,5,"DE"
2,2,NA,8,8,2,6,7,4,3,4,2,0,0,7,"DE"
2,1,NA,5,10,8,5,5,5,7,4,10,0,0,5,"DE"
3,2,NA,7,9,7,6,7,3,2,5,8,0,0,3,"DE"
3,1,NA,6,10,5,10,10,1,5,4,10,0,0,3,"DE"
1,4,NA,5,10,9,10,10,8,10,4,10,0,0,3,"DE"
4,1,NA,8,10,10,10,10,10,10,5,10,0,0,4,"DE"
3,2,NA,8,9,8,6,8,3,6,5,7,0,0,4,"DE"
2,3,NA,4,7,5,3,7,5,4,3,7,0,0,5,"DE"
1,3,NA,0,4,5,9,10,10,10,4,6,0,0,3,"DE"
4,2,NA,5,5,3,5,3,3,5,1,5,0,0,3,"DE"
2,1,NA,5,7,5,6,5,5,4,1,8,0,0,3,"DE"
4,1,NA,5,9,5,7,5,5,3,2,7,0,0,2,"DE"
1,3,NA,2,8,5,6,4,7,8,4,8,0,0,6,"DE"
2,3,NA,3,9,9,9,7,8,9,3,9,0,0,2,"DE"
1,2,NA,10,10,3,7,8,6,3,3,10,0,0,3,"DE"
1,1,NA,5,10,8,9,10,8,8,1,10,0,0,3,"DE"
3,1,NA,5,8,6,8,0,7,2,3,5,0,0,3,"DE"
1,3,NA,3,7,7,6,8,7,9,5,8,0,0,7,"DE"
3,2,NA,5,9,8,10,10,5,5,1,10,0,0,3,"DE"
3,1,NA,5,7,9,8,1,5,5,3,7,0,0,5,"DE"
2,2,NA,3,8,7,3,9,8,9,2,4,0,0,5,"DE"
3,2,NA,8,3,6,0,6,5,5,4,8,0,0,3,"DE"
2,1,NA,0,10,6,8,9,6,6,4,9,0,0,3,"DE"
2,2,NA,7,4,8,8,3,10,10,2,8,0,0,5,"DE"
3,3,NA,7,8,2,5,3,1,1,4,5,0,0,3,"DE"
2,3,NA,3,8,6,4,8,8,9,6,5,0,0,6,"DE"
1,1,NA,5,10,4,5,5,5,5,3,10,0,0,3,"DE"
3,2,NA,5,7,7,4,8,8,2,3,7,0,0,3,"DE"
2,2,NA,1,6,5,3,10,8,8,4,7,0,0,3,"DE"
2,2,NA,3,4,5,3,8,8,8,4,7,0,0,6,"DE"
3,2,NA,3,7,3,3,2,3,3,3,8,0,0,3,"DE"
1,3,NA,3,9,8,8,9,6,8,5,8,0,0,7,"DE"
2,3,NA,5,8,5,6,7,4,4,4,9,0,0,5,"DE"
1,2,NA,4,10,10,8,10,10,10,4,10,0,0,7,"DE"
1,3,NA,3,9,10,9,7,8,9,3,10,0,0,5,"DE"
1,2,NA,2,2,1,4,9,8,9,4,6,0,0,4,"DE"
3,2,NA,4,8,7,7,8,6,8,4,8,0,0,5,"DE"
1,5,NA,1,10,6,7,2,6,3,3,9,0,0,3,"DE"
2,3,NA,5,6,9,6,8,8,10,3,10,0,0,7,"DE"
1,3,NA,1,7,7,8,3,5,5,3,8,0,0,7,"DE"
2,2,NA,7,8,5,6,7,4,4,3,7,0,0,1,"DE"
3,1,NA,5,7,5,4,4,7,6,4,5,0,0,3,"DE"
2,2,NA,3,9,5,5,8,6,7,4,8,0,0,7,"DE"
2,3,NA,2,7,4,7,7,8,8,4,2,0,0,2,"DE"
2,3,NA,5,8,7,7,5,5,4,3,8,0,0,5,"DE"
1,2,NA,9,9,8,6,5,6,7,2,9,0,0,6,"DE"
2,2,NA,1,7,1,7,8,7,5,4,8,0,0,6,"DE"
1,3,NA,6,10,9,6,3,7,8,4,10,0,0,7,"DE"
3,2,NA,4,8,8,6,5,4,7,2,6,0,0,1,"DE"
1,3,NA,2,7,7,6,5,8,7,4,7,0,0,3,"DE"
2,3,NA,5,8,8,9,8,4,7,4,8,0,0,6,"DE"
3,1,NA,8,9,5,6,9,8,7,4,9,0,0,3,"DE"
2,2,NA,4,10,6,8,8,8,8,4,4,0,0,7,"DE"
2,2,NA,5,8,6,6,7,7,10,6,9,0,0,7,"DE"
2,4,NA,6,9,8,9,8,5,7,5,9,0,0,1,"DE"
1,3,NA,5,8,3,8,5,3,2,4,7,0,0,3,"DE"
1,2,NA,5,6,9,2,7,8,7,6,10,0,0,6,"DE"
2,3,NA,4,9,7,7,8,8,7,4,7,0,0,5,"DE"
2,2,NA,2,8,7,8,7,8,9,4,4,0,0,7,"DE"
1,2,NA,6,9,2,5,2,3,1,4,5,0,0,4,"DE"
3,1,NA,2,9,5,3,8,9,8,3,7,0,0,5,"DE"
2,4,NA,8,6,1,7,3,1,0,4,7,0,0,3,"DE"
3,3,NA,5,8,8,10,4,9,6,3,9,0,0,4,"DE"
3,1,NA,5,10,0,5,9,2,2,2,7,0,0,3,"DE"
1,4,NA,5,8,9,8,10,8,8,4,9,0,0,4,"DE"
2,2,NA,6,8,9,7,4,6,7,3,8,0,0,5,"DE"
2,5,NA,5,10,4,2,10,8,7,4,9,0,0,7,"DE"
1,3,NA,5,8,6,8,8,8,4,4,9,0,0,6,"DE"
1,2,NA,10,10,10,5,10,10,10,6,10,0,0,5,"DE"
3,1,NA,5,4,3,10,5,10,5,2,10,0,0,2,"DE"
3,4,NA,8,8,7,6,10,7,6,4,10,0,0,5,"DE"
1,2,NA,5,8,8,8,5,7,4,4,8,0,0,3,"DE"
3,2,NA,3,8,5,7,5,5,5,3,8,0,0,3,"DE"
1,4,NA,2,7,5,6,10,8,7,3,6,0,0,5,"DE"
1,4,NA,5,9,9,7,9,7,7,4,9,0,0,5,"DE"
2,3,NA,5,5,8,7,4,9,6,1,8,0,0,4,"DE"
3,2,NA,5,8,6,8,7,5,6,4,8,0,0,3,"DE"
2,4,NA,4,9,7,3,8,9,8,2,8,0,0,6,"DE"
3,2,NA,3,6,2,3,9,9,3,6,10,0,0,3,"DE"
3,1,NA,5,10,10,7,10,9,9,2,10,0,0,3,"DE"
2,2,NA,3,8,7,8,6,7,9,4,3,0,0,6,"DE"
3,2,NA,6,9,4,5,5,6,6,4,3,0,0,7,"DE"
1,4,NA,4,9,7,9,7,9,8,3,8,0,0,3,"DE"
2,1,NA,2,5,9,6,5,8,10,4,6,0,0,5,"DE"
3,1,NA,1,9,5,2,6,4,6,5,8,0,0,3,"DE"
2,1,NA,5,6,4,4,4,2,4,4,4,0,0,3,"DE"
1,1,NA,9,7,10,10,10,8,8,4,10,0,0,1,"DE"
2,3,NA,5,8,5,2,5,5,5,6,0,0,0,3,"DE"
3,2,NA,2,8,7,NA,6,5,7,4,7,0,0,1,"DE"
3,1,NA,5,5,5,5,5,5,5,3,5,0,0,3,"DE"
2,3,NA,3,7,6,5,9,8,8,2,9,0,0,6,"DE"
2,5,NA,4,9,2,3,9,5,5,4,8,0,0,5,"DE"
2,2,NA,3,8,6,4,5,9,8,2,8,0,0,6,"DE"
2,1,NA,NA,10,7,5,4,5,8,4,8,0,0,5,"DE"
2,3,NA,4,10,7,6,5,1,7,4,8,0,0,3,"DE"
2,2,NA,2,9,2,8,10,8,7,6,10,0,0,6,"DE"
1,3,NA,3,8,7,2,10,9,8,4,9,0,0,7,"DE"
2,2,NA,5,10,9,7,8,9,7,3,9,0,0,3,"DE"
3,1,NA,4,9,5,3,5,5,7,3,8,0,0,3,"DE"
2,3,NA,5,9,4,7,9,8,8,4,10,0,0,5,"DE"
2,4,NA,5,5,5,4,8,8,9,4,6,0,0,3,"DE"
1,1,NA,5,8,5,4,7,8,3,4,10,0,0,6,"DE"
2,1,NA,5,9,9,7,10,8,9,5,10,0,0,5,"DE"
3,3,NA,5,9,5,3,1,7,5,3,3,0,0,5,"DE"
2,2,NA,8,6,6,7,5,5,4,4,7,0,0,3,"DE"
1,3,NA,7,9,7,4,8,8,8,5,8,0,0,3,"DE"
1,4,NA,6,9,8,2,6,5,2,5,10,0,0,3,"DE"
1,4,NA,6,8,9,7,2,7,5,4,8,0,0,7,"DE"
1,2,NA,2,9,8,7,4,7,7,3,9,0,0,6,"DE"
4,2,NA,4,10,4,5,10,5,7,2,8,0,0,3,"DE"
1,3,NA,2,8,9,9,10,6,5,2,10,1,0,5,"DE"
4,1,NA,NA,8,5,NA,NA,6,7,3,8,0,0,3,"DE"
3,3,NA,5,8,8,9,5,8,8,4,2,0,0,2,"DE"
3,1,NA,1,2,9,5,5,8,10,4,8,0,0,7,"DE"
1,3,NA,6,8,6,6,10,8,6,5,8,0,0,6,"DE"
3,4,NA,NA,9,7,5,7,5,5,4,5,0,0,6,"DE"
1,2,NA,5,10,8,7,7,6,6,4,8,0,0,6,"DE"
1,5,NA,2,7,5,5,8,8,8,1,5,0,0,7,"DE"
4,1,NA,3,4,9,8,2,10,8,2,9,0,0,2,"DE"
2,2,NA,4,6,6,5,6,7,6,6,5,0,0,3,"DE"
2,2,NA,1,8,8,5,7,8,7,4,7,0,0,5,"DE"
2,3,NA,5,10,6,7,8,9,9,5,10,0,0,7,"DE"
3,2,NA,5,10,10,5,10,0,0,6,5,0,0,2,"DE"
2,1,NA,NA,8,8,8,10,8,8,4,10,0,0,3,"DE"
2,3,NA,1,9,6,7,7,6,7,5,4,0,0,7,"DE"
2,2,NA,2,6,2,0,2,1,5,4,3,0,0,3,"DE"
1,2,NA,0,10,7,10,7,7,5,0,10,0,0,5,"DE"
4,1,NA,5,4,3,8,2,7,6,2,6,0,0,1,"DE"
1,2,NA,5,8,7,6,7,7,6,4,8,0,0,6,"DE"
2,3,NA,3,4,6,6,4,7,7,4,7,0,1,5,"DE"
3,1,NA,5,8,2,2,5,NA,7,1,7,0,0,3,"DE"
3,4,NA,3,8,8,4,2,8,9,5,4,0,0,3,"DE"
2,3,NA,5,7,4,5,5,5,6,4,6,0,0,3,"DE"
2,4,NA,4,8,6,6,7,3,7,6,5,0,0,7,"DE"
2,4,NA,4,9,7,7,6,4,4,4,7,0,0,7,"DE"
2,3,NA,3,9,7,8,5,4,5,5,5,0,0,1,"DE"
3,1,NA,5,9,4,3,5,5,7,5,2,0,0,5,"DE"
3,2,NA,1,4,2,3,3,4,2,3,4,0,0,6,"DE"
1,3,NA,2,9,6,7,8,10,10,6,10,0,1,7,"DE"
3,2,NA,5,6,5,3,0,7,7,4,10,0,0,3,"DE"
3,2,NA,4,10,8,3,8,5,7,4,9,0,0,5,"DE"
1,2,NA,3,7,3,5,5,5,5,4,8,0,0,5,"DE"
2,2,NA,5,8,8,8,5,5,5,2,6,0,0,3,"DE"
2,2,NA,4,6,8,3,4,6,7,4,8,0,0,4,"DE"
3,1,NA,4,3,7,5,5,5,6,4,8,0,0,5,"DE"
1,1,NA,7,8,9,6,5,5,5,3,7,0,0,3,"DE"
2,4,NA,7,9,5,9,8,9,6,4,10,0,0,4,"DE"
1,5,NA,10,10,8,6,10,10,10,1,5,0,0,5,"DE"
2,1,NA,5,7,4,7,4,10,4,1,8,0,0,6,"DE"
2,3,NA,4,8,9,8,10,8,10,6,10,0,0,2,"DE"
3,2,NA,5,5,4,7,0,1,0,6,7,0,0,2,"DE"
3,2,NA,2,7,7,3,5,8,7,4,7,0,0,6,"DE"
3,1,NA,4,7,6,7,8,7,5,2,7,0,0,3,"DE"
2,3,NA,2,8,9,7,7,7,7,6,7,0,0,6,"DE"
2,2,NA,4,5,3,3,5,4,5,1,3,0,1,3,"DE"
1,4,NA,3,9,8,8,10,10,10,4,9,0,0,7,"DE"
2,1,NA,NA,6,9,8,8,8,7,2,6,0,0,7,"DE"
2,3,NA,6,6,6,3,8,3,8,2,10,0,0,3,"DE"
3,2,NA,6,4,9,8,8,8,8,5,9,0,0,6,"DE"
2,5,NA,6,2,2,5,10,6,1,6,10,0,0,5,"DE"
3,1,NA,2,5,5,0,5,8,8,4,2,0,0,5,"DE"
1,3,NA,7,9,3,3,1,5,1,6,7,0,0,5,"DE"
2,1,NA,5,9,8,8,5,7,6,4,10,0,0,2,"DE"
1,3,NA,0,2,1,4,1,2,3,1,0,0,0,7,"DE"
2,3,NA,7,7,3,7,1,4,2,2,8,0,0,3,"DE"
1,4,NA,7,8,5,6,6,7,5,2,7,0,0,3,"DE"
1,3,NA,8,7,6,7,6,5,8,5,7,0,0,7,"DE"
1,3,NA,3,7,8,7,10,5,8,4,8,0,0,6,"DE"
3,1,NA,2,8,3,6,7,5,5,4,10,0,0,3,"DE"
1,4,NA,3,8,6,8,7,9,9,4,10,0,0,6,"DE"
1,3,NA,3,8,9,6,10,7,8,4,8,0,0,7,"DE"
3,2,NA,3,7,3,7,5,8,7,4,7,0,0,3,"DE"
3,2,NA,5,9,7,5,4,5,5,3,6,0,0,3,"DE"
3,3,NA,6,9,9,8,4,7,7,4,9,0,0,7,"DE"
2,2,NA,2,8,7,8,8,10,9,4,9,0,0,3,"DE"
3,2,NA,4,7,7,7,5,7,3,4,10,0,0,3,"DE"
3,1,NA,4,5,3,2,4,4,6,3,5,0,0,1,"DE"
2,2,NA,4,7,8,7,8,5,5,6,7,0,0,5,"DE"
1,4,NA,6,8,7,5,7,5,6,4,8,0,0,7,"DE"
3,1,NA,6,5,4,5,2,3,3,2,4,0,0,3,"DE"
2,2,NA,6,6,8,4,8,7,7,3,7,0,0,5,"DE"
2,5,NA,8,9,4,4,7,8,5,4,8,0,0,3,"DE"
2,4,NA,4,8,8,8,5,8,7,4,4,0,0,7,"DE"
1,3,NA,5,9,8,8,3,6,3,4,10,0,0,3,"DE"
4,1,NA,7,9,3,2,10,8,2,1,10,0,0,3,"DE"
1,4,NA,8,10,8,8,2,5,8,3,0,0,0,7,"DE"
3,2,NA,6,10,5,8,4,5,6,4,6,0,0,3,"DE"
1,3,NA,3,9,9,9,9,8,8,1,8,0,0,3,"DE"
3,2,NA,5,10,8,9,8,5,8,2,10,0,0,3,"DE"
1,4,NA,4,4,6,4,7,8,6,3,6,0,0,6,"DE"
3,3,NA,6,8,3,8,3,4,2,1,8,0,0,2,"DE"
3,3,NA,3,8,7,4,5,4,7,4,7,0,0,2,"DE"
1,5,NA,5,8,7,3,2,5,5,4,8,0,0,6,"DE"
2,2,NA,2,5,5,5,6,8,5,4,2,0,0,3,"DE"
1,4,NA,0,7,5,3,0,5,0,6,10,0,0,5,"DE"
3,1,NA,5,8,3,4,7,4,6,4,5,0,0,3,"DE"
2,4,NA,4,7,7,6,7,8,8,4,9,0,0,6,"DE"
2,2,NA,3,8,6,4,9,8,7,3,9,0,0,5,"DE"
3,3,NA,5,3,3,5,4,5,4,4,6,0,0,5,"DE"
3,2,NA,3,9,5,8,5,7,7,4,8,0,0,4,"DE"
3,3,NA,5,9,7,8,6,6,7,3,7,0,0,3,"DE"
2,3,NA,6,8,8,8,7,6,6,2,10,0,0,5,"DE"
3,2,NA,4,10,9,10,8,6,8,4,7,0,0,1,"DE"
2,3,NA,7,8,7,4,6,8,7,4,8,0,0,5,"DE"
1,4,NA,6,7,8,6,6,6,5,4,8,0,0,3,"DE"
1,2,NA,3,10,7,3,4,10,10,4,3,0,0,3,"DE"
3,2,NA,4,6,9,8,9,8,7,3,2,0,0,6,"DE"
3,1,NA,7,8,3,7,7,6,6,3,9,0,0,5,"DE"
2,2,NA,NA,6,7,9,NA,NA,7,2,10,0,0,4,"DE"
4,2,NA,5,10,8,3,5,3,4,3,3,0,0,3,"DE"
1,2,NA,5,10,8,10,8,5,8,4,8,0,0,3,"DE"
1,2,NA,6,9,8,4,3,8,7,4,10,0,0,3,"DE"
3,3,NA,5,10,5,4,10,8,9,6,10,0,0,3,"DE"
1,2,NA,5,8,7,8,10,10,7,5,8,0,0,7,"DE"
1,5,NA,8,9,7,4,5,2,3,4,9,0,0,5,"DE"
1,4,NA,6,6,2,3,2,4,3,4,8,0,0,3,"DE"
2,3,NA,9,7,6,7,7,6,2,3,6,0,0,3,"DE"
2,2,NA,4,8,6,5,9,8,7,2,7,0,0,7,"DE"
3,1,NA,3,5,2,4,4,5,5,2,6,0,0,5,"DE"
4,1,NA,2,8,8,7,6,7,7,4,7,0,0,5,"DE"
2,2,NA,5,6,7,5,10,10,10,4,7,0,0,5,"DE"
3,1,NA,7,8,4,8,5,5,5,2,8,0,0,3,"DE"
2,2,NA,6,8,5,4,6,5,4,3,3,0,0,5,"DE"
3,1,NA,4,7,4,6,8,7,9,3,9,0,0,1,"DE"
2,1,NA,NA,NA,NA,7,6,5,7,3,5,0,0,2,"DE"
2,4,NA,5,8,7,8,3,5,6,2,9,0,0,5,"DE"
2,5,NA,6,7,3,1,10,8,8,3,10,0,0,7,"DE"
1,5,NA,4,10,9,0,8,10,10,6,5,0,0,3,"DE"
1,4,NA,3,10,6,8,9,8,8,6,10,0,0,2,"DE"
3,1,NA,NA,8,5,6,2,5,7,6,10,0,0,2,"DE"
3,1,NA,NA,10,8,7,10,7,7,3,8,0,0,3,"DE"
2,1,NA,3,8,3,7,8,7,6,2,8,0,0,3,"DE"
2,2,NA,2,10,7,8,8,8,10,6,8,0,0,6,"DE"
4,2,NA,NA,9,7,9,3,NA,9,3,10,0,0,3,"DE"
1,2,NA,5,3,0,0,0,3,2,4,2,0,0,3,"DE"
1,5,NA,2,7,8,3,10,10,10,4,7,0,0,2,"DE"
3,3,NA,5,9,5,6,5,3,5,4,8,0,0,7,"DE"
1,2,NA,NA,8,8,8,10,7,6,6,7,0,0,NA,"DE"
3,2,NA,6,7,6,3,4,4,3,4,8,0,0,4,"DE"
3,1,NA,2,8,7,9,5,8,8,2,8,0,0,5,"DE"
1,2,NA,5,10,8,7,10,10,10,4,8,0,0,3,"DE"
2,3,NA,0,7,2,2,3,5,8,4,4,0,0,2,"DE"
1,3,NA,5,8,5,5,10,5,5,1,10,0,0,2,"DE"
2,3,NA,3,4,8,7,8,9,8,4,8,0,0,1,"DE"
2,4,NA,5,7,6,8,6,7,4,1,10,0,0,3,"DE"
1,2,NA,3,8,6,8,8,9,8,4,9,0,0,5,"DE"
2,4,NA,3,8,5,7,6,8,10,4,8,0,0,4,"DE"
4,1,NA,NA,3,NA,NA,NA,NA,NA,2,0,0,0,3,"DE"
1,4,NA,5,9,9,6,8,8,6,5,8,0,0,7,"DE"
1,3,NA,5,8,6,7,7,7,7,4,9,0,0,3,"DE"
1,2,NA,2,5,2,4,5,5,2,4,8,0,0,5,"DE"
1,2,NA,2,6,4,3,6,4,4,3,6,0,0,3,"DE"
1,3,NA,3,5,4,3,10,8,7,0,4,0,0,3,"DE"
2,2,NA,5,9,6,5,8,7,7,4,6,0,0,7,"DE"
2,1,NA,4,9,7,9,9,7,3,2,6,0,0,3,"DE"
2,2,NA,5,8,8,6,8,7,5,4,10,0,0,5,"DE"
2,3,NA,3,4,5,3,6,7,7,2,6,0,0,3,"DE"
2,2,NA,6,8,6,5,8,8,6,4,3,0,0,3,"DE"
3,2,NA,8,8,8,8,8,8,9,6,9,0,0,7,"DE"
3,3,NA,8,3,3,9,3,5,1,3,7,0,0,3,"DE"
1,3,NA,9,7,4,3,0,2,3,0,8,0,0,2,"DE"
1,3,NA,5,8,6,3,5,4,5,4,10,0,0,7,"DE"
2,2,NA,5,0,5,10,2,0,0,0,10,0,0,1,"DE"
3,3,NA,5,4,2,4,3,7,7,2,0,0,0,3,"DE"
3,2,NA,5,4,8,6,10,8,6,4,6,0,0,2,"DE"
2,2,NA,4,2,5,6,10,10,8,6,3,0,0,6,"DE"
2,2,NA,5,7,8,6,5,5,7,2,6,0,0,5,"DE"
2,1,NA,5,5,2,4,10,2,1,3,5,0,0,7,"DE"
2,3,NA,0,5,4,5,8,4,4,2,5,0,0,3,"DE"
3,2,NA,5,7,4,1,NA,4,2,3,6,0,0,2,"DE"
3,2,NA,5,7,9,9,7,7,8,3,7,0,0,1,"DE"
1,4,NA,5,9,8,8,10,10,8,5,10,0,0,3,"DE"
3,2,NA,5,8,7,6,5,7,6,4,7,0,0,7,"DE"
2,1,NA,2,8,5,8,6,6,5,5,10,0,0,3,"DE"
1,3,NA,6,8,7,4,4,7,5,4,8,0,0,5,"DE"
3,1,NA,5,10,7,8,5,7,9,3,10,0,0,2,"DE"
3,2,NA,6,8,7,8,5,7,3,2,7,0,0,5,"DE"
3,1,NA,5,7,2,4,4,5,5,4,10,0,0,2,"DE"
1,3,NA,6,10,4,5,10,9,6,4,10,0,0,7,"DE"
3,1,NA,5,10,6,9,1,5,6,3,7,0,0,3,"DE"
3,2,NA,3,7,3,7,6,5,3,4,9,0,0,3,"DE"
2,2,NA,4,9,7,8,4,7,7,2,9,0,0,5,"DE"
3,1,NA,0,1,0,8,1,5,8,1,10,0,0,5,"DE"
2,2,NA,6,3,8,0,10,6,6,4,6,0,0,6,"DE"
2,1,NA,5,9,10,9,8,8,8,4,9,0,0,4,"DE"
3,1,NA,5,8,4,8,7,8,6,2,8,0,0,3,"DE"
2,3,NA,5,10,9,8,8,7,7,2,9,0,0,5,"DE"
1,5,NA,0,8,2,4,9,6,8,3,4,0,0,3,"DE"
2,3,NA,4,8,5,5,9,5,5,2,4,0,0,7,"DE"
1,2,NA,3,8,9,7,10,8,9,6,9,0,0,7,"DE"
1,4,NA,2,8,9,2,10,8,10,4,10,0,0,5,"DE"
4,3,NA,3,8,5,8,5,6,9,5,3,0,0,5,"DE"
3,2,NA,6,8,7,9,5,5,6,2,10,0,0,3,"DE"
1,3,NA,5,9,7,0,4,7,5,4,10,0,0,7,"DE"
3,1,NA,5,10,7,5,5,5,5,4,9,0,0,3,"DE"
2,3,NA,4,8,7,7,9,7,5,4,8,0,0,5,"DE"
3,3,NA,10,9,9,8,9,7,6,6,7,0,0,7,"DE"
3,1,NA,5,7,4,6,2,7,5,4,5,0,0,6,"DE"
2,4,NA,6,10,9,7,7,7,6,3,8,0,0,7,"DE"
2,2,NA,5,10,NA,NA,5,NA,8,2,9,0,0,5,"DE"
3,1,NA,5,7,6,7,4,5,6,5,8,0,0,3,"DE"
1,4,NA,3,8,1,1,2,0,1,1,2,0,0,3,"DE"
2,4,NA,6,10,7,10,8,9,9,6,10,0,0,7,"DE"
3,1,NA,5,9,8,5,5,5,5,2,6,0,0,5,"DE"
3,4,NA,7,9,8,6,7,7,4,6,8,0,0,6,"DE"
4,5,NA,5,10,2,7,0,2,5,3,7,0,0,2,"DE"
